label,gt,text,group
0,0,Developing states to seek voice in fighting terror (Reuters) . Reuters - Developing nations launched their annual diplomatic summit on Tuesday with a plea to the United States and other powerful countries to consult them on tackling terror and resolving the Middle East conflict,6
0,2,"Solar power bill supported . Gov. Arnold Schwarzenegger on Friday threw his support behind a bill to dramatically increase the number of California homes using solar power, reviving a legislative effort that seemed all but dead last week.",1
2,2,"Sony Close to Acquiring MGM . The planned \$3 billion deal would give Sony a library of more than 4,100 titles. Also: Vivendi says its recovery is almost complete, despite large losses   hellip;. Canon and Toshiba team up to produce next-generation flat display panels   hellip;. and more.",6
1,1,"Fatigue catching up to El Duque . TORONTO (CP) - Orlando Hernandez has lost his pop and doesn #39;t know where to find it. Pitching for the first time in eight days, Hernandez (8-2) allowed five runs in three innings as the Toronto Blue Jays beat the New York Yankees 7-0 on Friday.",6
0,0,Judge demands faster action on Iraqi prison abuse investigations . A military judge in Germany says the government has to speed up investigations of Iraqi prisoner abuse. Col. James Pohl told prosecutors to make sure three investigative reports on ,6
2,2,"Stent maker's rating is raised . Standard  amp; Poor's raised its outlook on Boston Scientific Corp. to positive from stable, citing its recovery of market share for its drug-coated Taxus cardiac stent after recalls that began in July. The debt rating agency said the upgrade reflects the Natick company's  quot;surprisingly rapid recovery quot; of market share for Taxus, and its diverse product line. Last week, Boston Scientific ...",6
3,3,"Macromedia offers Flex Builder . SAN FRANCISCO, Aug. 23 - Macromedia has introduced a new addition to the Flex product line, Flex Builder, a product designed to accelerate all aspects of rich Internet application development including interface ",5
0,0,"Ivanov: Russia to Revamp Security, Seek Cooperation . Russia will revamp its security forces and seek international cooperation to hunt militants in the wake of a school siege which killed more than 300 people nine days ago, Defense Minister Sergei Ivanov said Sunday.",6
3,3,"NETFLIX, TIVO HOOKUP CLOSE . Netflix and TiVo are in late-stage talks on a partnership that would let subscribers use the Internet to download Netflix movies directly into their TiVo box, The Post has learned.",5
1,1,"I Rushed The Irish . After 30 years of coming up short in Notre Dame Stadium, the Boilermakers took the fight out of the Irish early to remain unbeaten (4-0), winning 41-16.",6
0,0,"Rwanda Troops Airlifted to Start AU Mission in Darfur (Reuters) . Reuters - Rwandan troops were airlifted on Sunday\to Sudan's Darfur as the first foreign force there, mandated to\protect observers monitoring a cease-fire between the Sudanese\government and rebels in the troubled western region.",6
0,0,Gunmen kidnap top Gaza official . Witnesses say the attackers surrounded Brigadier-General Mohammad al-Batrawi #39;s car and forced him to drive off. Brigadier Batrawi is head of the financial surveillance department of the Palestinian security forces.,6
0,0,Russia warns West on Chechen issue . MOSCOW Russia warned the West on Thursday not to interfere in its policies toward Chechnya and said the granting of political asylum to rebel figures by Western governments only worsened problems for most Chechens.,6
0,0,North Korea Says Talks with U.S. Are Pointless (Reuters) . Reuters - North Korea described President Bush on\Monday as a tyrannical political imbecile who put Adolf Hitler\in the shade and said Pyongyang could see no justification for\talks with his administration.,6
0,0,"Televangelist Said Tried to Hush Charges . LOS ANGELES - The founder of the world's largest Christian broadcasting network has sought repeatedly to prevent a former male employee from going public with allegations of a sexual encounter between them eight years ago, a newspaper reported Sunday.    Paul Crouch, 70, president of the Trinity Broadcasting Network, reached a \$425,000 settlement in 1998 with the former worker who threatened to sue over claims he had been unjustly fired from the network, the Los Angeles Times said...",5
2,2,"Research in Motion Boosts Guidance . Research In Motion (RIMM ) posted second-quarter earnings per share of 36 cents, vs. 1 cent one year earlier, on a sharp revenue rise.",5
0,2,"Fall in UK's unemployment total . Jobless numbers drop by 16,000 between May and July,  according to official figures.",0
0,0,Nigerian President Launches Massive Polio Immunization Campaign . Nigeria #39;s president has kicked off a massive effort to immunize 80 million children against polio in 23 African nations. President Olusegun Obsanajo led officials from across the region Saturday in giving ,6
1,1,"A fight to stay on track . They were so close to the finish, Athens and Vanderlei de Lima - the city and the athlete, each about to complete a job well done.",5
1,1,"Former Seahawks Star Arrested (AP) . AP - Former Seattle Seahawks running back Chris Warren has been arrested in Virginia on a federal warrant, accused of failing to pay  #36;137,147 in child support for his two daughters in Washington state.",5
2,2,"HK Bourse: Release from Hutchison Whampoa On Connected Deal -8 . The Stock Exchange of Hong Kong Limited takes no responsibility for the contents of this announcement, makes no representation as to its accuracy or completeness and expressly disclaims any liability whatsoever for any loss howsoever arising from or in ",6
0,3,"UN: N. Korean Environment in Poor Shape . Aug. 27, 2004 - NAIROBI, Kenya Urgent investment is needed in North Korea to deal with severe environmental problems that have depleted the country #39;s forests, contaminated water supplies and polluted the ",0
0,2,"Facts on Stem Cells . This summer marks the third anniversary of President Bush #39;s announcement of his policy on stem cell research. In the intervening years, the subject has become a polarizing flash point for American politics and a focal point for the presidential campaign.",1
2,2,"Most Airlines Raise Fares to Offset Fuel (Reuters) . Reuters - Most U.S. airlines, trying to offset\record high jet fuel prices, have boosted air fares in North\America by as much as  #36;10 on round-trip flights.",6
0,0,Russia Says No to UN Sanctions Against Sudan . Russia has ruled out UN Security Council sanctions against Sudan for its failure to control Arab militias in the Darfur region. The senior UN envoy to Sudan will brief the Council Thursday on his just-completed ,6
2,0,Airline Stops Three-Day Weekend Bookings (AP) . AP - British Airways said Friday it has stopped taking bookings for the three-day weekend at the end of August because of a threatened strike over pay by check-in staff and baggage handlers.,3
2,2,"Big profits don #39;t mean big tax bills . In at least one of the past three years, 82 of the largest US companies paid no federal income taxes, a report released Wednesday said.",6
0,0,"Convention Protests Target Labor Policies (AP) . AP - Republican National Convention protesters waved symbolic pink slips along a three-mile ""unemployment line,"" labor unions demanded better treatment of workers and a group of AIDS activists infiltrated Madison Square Garden on Wednesday, as arrest totals soared beyond 1,700 for the past week.",6
0,3,Remixing to Protest Sample Ruling . Music fans are miffed about a court decision that says musicians must get permission to sample tunes even if the remix bears no resemblance to the original. An activist group is sponsoring a remix project based upon the clip in question. By Katie Dean.,1
0,2,"The missing million . LAST LABOR DAY, we took note of the jobless recovery. At that time, almost two years after the relatively short 2001 recession had been declared over, the American economy still was losing jobs.",3
0,0,"Labor Party faces vexing challenges . The ruling Labor Party opened its annual meeting yesterday with elections looming next year, the opposition gaining favor in polls and Prime Minister Tony Blair eager to head off a rebuke over Iraq from his party #39;s left wing.",6
0,2,"Investment curbs working, Beijing says . BEIJING China #39;s efforts to slow the economy by curbing investments in industries such as steel and cement are working, a senior official said Sunday, suggesting that further tightening measures such as an interest rate increase may be unnecessary.",4
1,1,"Finland Wins European Pool . Finland didn't get its long-awaited revenge on Sweden, but a 4-4 tie was good enough to win the European Pool at the World Cup of Hockey on Saturday in Helsinki.",6
1,1,Victor Diaz and Gerald Williams homers push Mets past Expos 4-2 . MONTREAL (CP) - Victor Diaz hit his first career home run and Gerald Williams added a two-run shot to power the New York Mets to a 4-2 win Thursday over the Montreal Expos.,6
0,3,"Net giants adopt anti-spam system . The fight against spam is getting more serious as the net #39;s big players impose conditions on bulk mail senders. From October, AOL, Yahoo, Hotmail, Earthlink and Comcast want those that send lots of messages ",4
3,3,"On Microsoft's Virtual Server 2005 . &lt;strong&gt;Analysis&lt;/strong&gt; Smaller, cheaper and supported",5
1,1,"He #39;s Barry close . Colorado Rockies manager Clint Hurdle would like to see San Francisco Giants left fielder Barry Bonds swing the bat.  quot;For me, he #39;s the most phenomenal offensive player I #39;ve ever seen,.",6
0,3,Real Sells 1 Million Songs in First Week of Promotion . RealNetworks says it sold a million songs in the first week of its 49-cent-per-track promotion. The digital-media firm also signed agreements with the University of California at Berkeley and ,4
2,2,"Mizuho Securities, Japanese farmers #39; bank to boost ties . TOKYO : The brokerage arm of Japan #39;s biggest lender, the Mizuho Financial Group, and Norinchukin Bank, the umbrella bank for farmers #39; cooperatives, are considering expanding their ties, an official said.",6
0,2,Truckers decide to withdraw strike . New Delhi: The truck operators tonight decided to call off their seven-day-old strike from Saturday after reaching an agreement with the government on the vexed service tax issue.,3
0,0," #39;Assam blasts aimed at sparking panic #39; . A spate of bombings which killed six people and injured scores in the past two days is aimed at triggering panic in the revolt-hit Indian state of Assam, an official said yesterday.",6
1,1,"Dulko an easy winner in Beijing . Beijing, China (Sports Network) - Gisela Dulko of Argentina posted a straight- set victory over Hungarian Aniko Kapros in the first round of the \$585,000 China Open.",6
2,2,"INTERVIEW: Telstra Rev Growth Similar To 2H04 -2- . SYDNEY (Dow Jones)--Telstra Corp. #39;s (TLS) revenue so far this fiscal year has been growing at a similar pace to the second half of 2003-04, Chief Financial Officer John Stanhope said Monday.",6
0,2,"Justice Dept. Opens Fannie Criminal Probe .  NEW YORK (Reuters) - The Justice Department has opened an  investigation of possible accounting fraud at Fannie Mae, The  Wall Street Journal reported on Thursday, after a federal  regulator said the mortgage giant may have manipulated its  earnings targets.",0
2,2,Capital benefits for News . NEWS Corporation shareholders were told yesterday to expect an even brighter future if the global media conglomerate moved its primary listing to the New York stock exchange.,5
0,0,"Unionists must make power-sharing pledge - Adams . Unionist demands for the IRA to be wound up can be met as soon as they give a pledge to share power in Northern Ireland, Gerry Adams stressed today.",6
0,0,"US, Iraqi forces clash with militants . BAGHDAD, Iraq - American and Iraqi troops clashed with insurgents north of Baghdad on Saturday, killing two militants and injuring three Iraqi National Guards, the US military said.",6
3,3,"Tiny 'David' Telescope Finds 'Goliath' Planet . A newfound planet detected by a small, 4-inch-diameter telescope demonstrates that we are at the cusp of a new age of planet discovery. Soon, new worlds may be located at an accelerating pace, bringing the detection of the first Earth-sized world one step closer.",5
2,2,"U.S. Stocks Down as Oil Edges Higher .  NEW YORK (Reuters) - U.S. stocks fell on Monday as oil  prices hit a record high, spurring worries that energy costs  will eat into corporate profits.",6
1,1,"Around Sports . Tyler Hamilton #39;s title from the Athens Games is  quot;no longer a gold medal in the eyes of the world quot; because of the cyclist #39;s failed drug test, the head of the World Anti-Doping Agency said Thursday.",6
0,0,"Russian pupils held in armed siege . An armed gang is holding at least 200 hostages,  many of them children, at a  school in south Russia.",6
1,1,AL Wrap: Monroe Drives in Five Runs as Tigers Rout Royals .  NEW YORK (Reuters) - Craig Monroe homered twice to plate  five runs and carry the Detroit Tigers to a 9-1 road win over  the Kansas City Royals in the only scheduled American League  game Monday.,6
0,2,Arroyo vows Philippines will not default . Philippine President Gloria Arroyo said the country would not default on its debt repayments even if the country were in the midst of a fiscal crisis.,0
2,2,"Execs at Molson and Coors look at big packages . Daniel O #39;Neill, Molson chief executive officer, stands to make \$3-million following the successful completion of the company #39;s proposed merger with Adolph Coors Co.",6
2,0,"Stocks Edge Up on Tech-Sector Optimism . NEW YORK - Optimism that the embattled technology sector was due for a recovery sent stocks modestly higher Monday despite a new revenue warning from semiconductor company Broadcom Inc.    While Broadcom, which makes chips for television set-top boxes and other electronics, said high inventories resulted in delayed shipments, investors were encouraged as it said future quarters looked brighter...",0
1,1,Packers Win Season Opener . It was a battle between the some of the league #39;s best offensive and defensive lines. Packers have pieced together one of the better offensive lines in the NFC.,5
3,3,"Sony to sell big-screen LCD projection TVs in China . Global electronics giant Sony will launch its popular projection televisions with large LCD screens in China early next year, a company official said on Wednesday.",5
2,2,"WSJ: Adelphia May Reject Joint Bid . Bankrupt cable company Adelphia Communications Corp. may refuse to allow Comcast Corp. and Time Warner Inc. to make a joint bid for the cable company, the Wall Street Journal reported on Wednesday.",5
2,0,Weak Demand Leads Google to Lower Its Sights . Google slashed the number of shares and concluded its unorthdox online auction by accepting a price well below its original target.,1
2,3,"AU Optronics may shelve next gen LCD fab . MAJOR LCD panel maker AU Optronics may can plans to build a seventh generation TFT-LCD fab, the Taipei Times said. That follows a slump in sales in July, after prices for large size LCD panels started to topple.",0
1,1,"Singh breaks Woods #39; money record . Having overtaken Tiger Woods as the world #39;s premier golfer, Vijay Singh on Sunday pushed Woods further into his wake by claiming the PGA Tour #39;s single-season money record.",6
3,3,Sun shines on standard Java 5.0 . There #39;s a new version of Java and Sun describes it as the most significant update ever to the platform-neutral programming language.,6
0,0,"Baghdad Bombings Kill 35 Children . BAGHDAD, Iraq - Bombs exploded near a U.S. convoy in western Baghdad on Thursday, killing 35 children and seven adults, a hospital official said...",6
0,2,California Calls the Shots . California is enacting environmental legislation that could shape the U.S. auto market.,4
2,2,"Congress to Hear Fannie Mae CEO, CFO .  WASHINGTON (Reuters) - The chief executive and chief  financial officer of mortgage finance company Fannie Mae  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt;, under fire for alleged accounting irregularities, will  appear before a congressional panel next week, a company  spokesman said on Wednesday.",5
0,0,Secular drive challenges Spain's Catholic identity . Socialists want to bolster Spain's church-state barrier.,5
0,0,"Ape Learning Center Welcoming 'Students' . DES MOINES, Iowa - Azy and Indah are heading to school this week - a unique experience for two clever orangutans whose classroom will eventually encompass more than 200 acres of lowlands, river forest and lakes. On Tuesday, the inquisitive primates will become the first residents of the Great Ape Trust of Iowa...",5
0,0,"Gaza Gunmen Kidnap, Then Free Palestinian Official .  GAZA (Reuters) - Palestinian gunmen kidnapped a top  security official they accused of corruption and held him for  several hours in the Gaza Strip on Thursday in a fresh  challenge to President Yasser Arafat amid a wave of unrest.",6
0,0,SOMALIA ENDS 13 YEARS OF ANARCHY . International mediators have sworn in all the main warlords who will become members of Somalia #39;s new parliament in a major step towards ending 13 years of anarchy.,6
2,2,"American: \$1 Bln More in '04 Fuel Expense .  CHICAGO (Reuters) - American Airlines expects soaring jet  fuel prices to push its expenses up more than \$1 billion in  2004 from last year's level, parent AMR Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMR.N target=/stocks/quickinfo/fullquote""&gt;AMR.N&lt;/A&gt; said on  Thursday.",6
1,0,"Call of the wild next summer for Dolce and Gabbana, Ferre (AFP) . AFP - Dolce and Gabbana and Gianfranco Ferre both heard the call of the wild for next summer, filling their ready-to-wear collections shown here on Friday with real and fake animal skins from big cats to crocodile, python and kangaroo.",0
3,3,"Microsoft plays down SP2 security glitches . Glitches between Windows XP Service Pack 2 (SP2) and critical applications continue to emerge, with McAfee admitting its flagship VirusScan product prior to version 7.1 requires a customised patch to be operational with Windows Security Center, part of SP2 ",6
0,0,Iraqi captors to  #39;free US journalist #39; . The captors of an French-American journalist being held in Iraq have announced he will be released soon. ,6
0,3,"Catching Meth Cooks Pink-Handed . WICHITA, Kan. -- It may fall a shade shy of catching thieves redhanded, but for farmers fed up with methamphetamine cooks filching their fertilizer, staining them pink will do just fine.",4
0,0,"Palestinian intelligence chief shot . Gunmen ambushed the head of the Palestinian intelligence service in Gaza City today, seriously wounding him in the chest and killing two bodyguards after opening fire on his convoy, Palestinian officials said.",6
1,0,"Singh, Leonard in Final Pairing at PGA . HAVEN, Wis. - Whistling Straits is suddenly the least of anyone's worries...",3
0,0,5 die as Hamas chief survives Israeli strike . GAZA CITYA senior Hamas leader survived an Israeli assassination attempt early today but at least five other Palestinians were killed in the explosion that tore through his Gaza home. ,6
0,0,"India, Pakistan Agree to Widen Peace Talks . NEW DELHI Sept. 4, 2004 - Nuclear rivals India and Pakistan agreed Saturday to widen their peace dialogue in talks that focused on eight festering issues, including the decades-old dispute over the Himalayan region of Kashmir.",6
1,1,"Giants Blast Dodgers to Aid Playoff Hopes (AP) . AP - Pedro Feliz hit a tiebreaking grand slam with two outs in the eighth inning for his fourth hit of the day, and the Giants helped their playoff chances with a 9-5 victory over the Los Angeles Dodgers on Saturday.",6
3,3,"CA Pumps Up Storage Management . This week, CA plans to release BrightStor 11.1, which consists of 14 integrated storage applications, said Jim Geronaitis, vice president of BrightStor product marketing at the Islandia, NY-based software vendor.",6
0,0,Indonesian police make progress in embassy bomb investigation . Indonesian police have released a sketch of a man they velieve bought the mini van used in the bombing of the Australian embassy in Jakarta.,6
1,1,"Sutton strikes out as Ryder Cup captain . BLOOMFIELD TOWNSHIP, Mich.Former US Ryder Cup captain Curtis Strange was criticized in 2002 for holding his best players out until the final Sunday singles matches.",6
0,0,"Two Turks kidnapped in Iraq, risk execution: TV report (AFP) . AFP - A Turkish television channel aired footage showing two Turks believed to be held hostage in Iraq by armed militants who have threatened to execute them unless their company withdraws from the country within 72 hours.",6
1,1,"The chase is on for Cup drivers . It will all be settled tonight. The field for the Chase for the NASCAR Nextel Cup will be set after the Chevy Rock 'n' Roll 400 at Richmond (Va.) International Speedway. Under the new points structure NASCAR adopted to determine the 2004 champion, the top 10 drivers in the Nextel Cup standings, plus any driver within 400 points of the ...",6
1,1,"Rogers in quick start for Bentley offense . Watertown's Mary Rogers, a two-time high school field hockey All-American who led Bentley College in scoring as a freshman last season, has maintained her offensive touch in the early going this season.",6
2,2,"Agency Sues Lucent Over Pension Policy .  SAN FRANCISCO (Reuters) - A federal civil rights agency  sued Lucent Technologies Inc.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LU.N target=/stocks/quickinfo/fullquote""&gt;LU.N&lt;/A&gt; on Thursday, charging the  telecom equipment maker had discriminated in its pension policy  against women workers who took pregnancy leave.",5
2,2,"UPDATE 2-Credit Suisse to integrate units, float Winterthur . Credit Suisse (CSGN.VX: Quote, Profile, Research) will integrate its investment bank Credit Suisse First Boston with its private bank and aims to float its Winterthur ",6
0,2,"Job gains hike mortgage rates . Mortgage rates crept higher this week on news of good job growth in August, according to a survey conducted by mortgage buyer Freddie Mac.",3
1,1,"Three tied for lead at Southern Farm Bureau Classic . John Senden carded a pair of eagles, Harrison Frazar shot a 31 on the front nine and Glen Day recorded seven birdies to finish Thursday #39;s first round of the ",6
1,1,"U.S. Softball Team Wins Third Gold Medal (AP) . AP - They are America's newest golden girls  #151; powerful and just a shade from perfection. The U.S. softball team won its third straight gold medal with an unprecedented and nearly unblemished romp through the Olympics, capped by a 5-1 victory Monday over an Australian team that, like the rest of softball's elite, never had a chance.",6
0,0,Schroeder #39;s party routed in state polls . BERLIN - Chancellor Gerhard Schroeder and his Social Democrats have suffered a stinging loss in the western state of Saarland in the first of several regional elections whose outcome will measure the political price of unpopular cuts in social welfare ,6
3,3,"Computers Add Sophistication, but Don #39;t Resolve Climate Debate . hen the Bush administration issued an update last week on federal climate research, it was criticized with equal vigor by environmentalists and by industry-backed groups.",5
0,2,"O #39;Hare to reduce flight arrivals . Instead of cramming as many as 132 arrivals into an hour, airlines at O #39;Hare Airport agreed Wednesday to limit themselves to just 88 an hour this fall, potentially slashing record delays but raising the prospect of higher prices. ",4
0,0,"Army aid as China floods kill 100 . BEIJING, China -- Torrential floods in southwest China have killed as many as 100 people prompting officials to call in the military to help rescue scores of people and locate dozens of missing.",6
0,0,"Legal Steps Start for Accused U.S. Deserter Jenkins .  CAMP ZAMA, Japan (Reuters) - Legal procedures are under way  to decide the fate of U.S. Army Sergeant Charles Robert  Jenkins, accused of deserting to North Korea four decades ago,  a U.S. Army official said Monday.",6
0,0,"Lebanon Moves to Extend President #39;s Term . BEIRUT, Lebanon Sept. 4, 2004 - Lebanese lawmakers amended their constitution to keep pro-Syrian President Emile Lahoud in office, boldly reaffirming their loyalty to Damascus and defying a UN resolution calling for presidential elections.",6
1,1,"Team of the Week . As the Premiership takes another break to accommodate a series of World Cup qualifiers, a number of what could be termed England fringe players gave Sven Goran Eriksson some food for thought this weekend.",6
0,0,Tornado fighters escort jet to Stansted after bomb scare . A jet bound for New York made an emergency landing at Stansted airport yesterday after repeated warnings that a bomb was on board.,6
2,3,Nintendo and Sony Make Pushes Before Holidays . Nintendo Co. and Sony Corp. (SNE) made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.,1
2,2,"UBS to Buy Julius Baer U.S. Business (Reuters) . Reuters - Swiss banking group UBS, the\world's largest wealth manager, said on Monday it had\strengthened its position in the United States by buying local\rival Julius Baer's U.S. wealth-management business.",5
1,1,"Tennis: Storm delays Britain #39;s Davis Cup match in Austria . PORTSCHACH, Austria: Thunder, lightning and incessant rain delayed the start of the Davis Cup World Group play-off tie between Austria and Great Britain.",6
0,1,"Testaverde Is Hearing It All Again From Parcells . Vinny Testaverde heard that grumble growing to a growl, always a warning of yet another Bill Parcells tirade in which the words become sledgehammers.",0
1,1,Chelsea warning to champions . CHELSEA assistant manager Steve Clark today fired out a warning to champions Porto ahead of tomorow #39;s (Australian time) Champions League Group H game.,6
3,3,Net calls get their own area code . The telecoms watchdog Ofcom is considering how to regulate firms that let you make calls via the net.,6
3,3,Microsoft launches low-cost Windows in India to woo first-time PC users (AFP) . AFP - US-based Microsoft Corp will introduce a low-cost version of its Windows XP operating system in India in early 2005 in a bid to capture a market of millions of households.,5
1,1,Braves Hum Along . Braves General Manager John Schuerholz shuffled his deck more than usual this past offseason so doubts were high. Such a challenge makes this season all the sweeter.,6
2,2,"US Company Hiring Seen Up from Year Ago . The pace of hiring for US companies in the fourth quarter is expected to be consistent with the solid employment activity of the past six months, and much improved from a year ago, according to Manpower Inc.",6
2,2,"Merrill Cuts Citigroup, Shares Drop .  NEW YORK (Reuters) - Citigroup Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=C.N target=/stocks/quickinfo/fullquote""&gt;C.N&lt;/A&gt; shares fell as  much as 2.75 percent on Monday after a prominent Wall Street  analyst downgraded the world's largest financial services  company, citing a string of recent ethics problems.  Analysts say the blows to Citigroup's reputation might be a  function of the New York-based giant's size and far-flung  businesses.",6
0,1,"Drivers hope to cut to the Chase . The grip on the steering wheel will be a little tighter, aggressions will run a little higher and emotions will be flowing stronger than ever.",0
1,1,Barca and Real go top in Spainish league . England captain David Beckham and former Celtic favourite Henrik Larsson scored winning goals for their respective teams to put Real Madrid and Barcelona on top of the Spanish league.,6
1,1,"Kim rejoins team; role uncertain . He's been pretty much a forgotten man this season. He was sent to the minors, then went home to Korea, with some wondering whether he'd ever come back and others not caring a hoot if he did.",6
2,2,"Accountant testifies he lied about Enron barge deal . HOUSTON, Texas - A former Enron accountant testified this week that he knew an arrangement to temporarily sell Merrill Lynch some barges just to boost Enron #39;s bottom line was wrong and he planned to lie about it if confronted.",5
1,1,"Lara the man to restore Windies pride and passion . Brian Lara, equally sledged and celebrated for the role he has played in West Indian cricket, brought the horns of Brixton to life with a stirring performance against England in the final of the Champions Trophy at the Oval.",6
1,1,Earthquakes Rattle Burn 3-0 (AP) . AP - Brian Ching scored a team-best 11th goal of season to lead the San Jose Earthquakes past the Dallas Burn 3-0 on Saturday night.,6
3,3,"Mitsubishi Elec to Stop Making Large LCD Panels .  TOKYO (Reuters) - Japan's Mitsubishi Electric Corp. said on  Tuesday it would gradually stop making liquid crystal display  (LCD) panels for televisions and computers, instead focusing on  smaller LCD panels.",6
3,3,Ironport Release New Version Of C-Series Appliance . Ironport Systems today announced the latest version of the e-mail security company #39;s C-Series E-Mail Security Appliance. The new version formalizes the release of Ironport #39;s Virus Outbreak ,6
1,1,Tennis: Justine Henin-Hardenne Advances to 2nd Round of US Open . Defending champion and top-seed Justine Henin-Hardenne fought off a surprising challenge Tuesday before moving into the second round of the US Open tennis tournament in New York.,6
0,2,"Alitalia, flight attendants agree on crucial accord: report . ROME : Alitalia management and flight attendants reached agreement on a crucial deal early Saturday on job cuts that would allow the struggling airline to keep flying, union sources quoted by ANSA news agency said.",3
1,1,"Biffle thwarts Martin #146;s gamble for 2d triumph . Greg Biffle drove to an easy victory, pulling away from gambling teammate Mark Martin late in the race to win the GFS Marketplace 400 Nextel Cup race at Michigan International Speedway yesterday.",5
0,0,Sudan Says U.S. Genocide Declaration Political (Reuters) . Reuters - The Sudanese foreign minister rejected on\Friday a U.S. declaration of genocide in the Darfur region of\Sudan and said the United States was using a humanitarian\crisis for political purposes.,6
1,1,NL Wrap: Ramirez Lifts Cubs Over Astros After Wood Exit .  NEW YORK (Reuters) - Aramis Ramirez hit a three-run homer  as the Chicago Cubs survived the ejection of starting pitcher  Kerry Wood to defeat the Astros 11-6 in National League play in  Houston on Sunday.,6
